key,Ngày,idx,Nơi thực hiện,Vị trí quan trắc,Ký hiệu,ts
kehoach|104,14,104,Cống Vàm Thuật,Triều Xuống,HCM_NM_VT_X,2026-05-02T16:14:31
kehoach|104,14,104,Cống Vàm Thuật,Triều Xuống,HCM_NM_VT_X,2026-05-02T16:14:40
kehoach|104,14,104,Cống Vàm Thuật,Triều Xuống,HCM_NM_VT_X,2026-05-02T16:14:48
kehoach|105,14,105,An Lộc,Triều Xuống,HCM_NM_AL_X,2026-05-02T16:14:57
kehoach|105,14,105,An Lộc,Triều Xuống,HCM_NM_AL_X,2026-05-02T16:15:06
kehoach|105,14,105,An Lộc,Triều Xuống,HCM_NM_AL_X,2026-05-02T16:15:15
kehoach|106,14,106,Bến Cát,Triều Xuống,HCM_NM_BCa_X,2026-05-02T16:15:24
kehoach|106,14,106,Bến Cát,Triều Xuống,HCM_NM_BCa_X,2026-05-02T16:15:33
kehoach|106,14,106,Bến Cát,Triều Xuống,HCM_NM_BCa_X,2026-05-02T16:15:41
kehoach|107,14,107,Trường Đai,Triều Xuống,HCM_NM_TĐ_X,2026-05-02T16:15:50
kehoach|107,14,107,Trường Đai,Triều Xuống,HCM_NM_TĐ_X,2026-05-02T16:15:59
kehoach|107,14,107,Trường Đai,Triều Xuống,HCM_NM_TĐ_X,2026-05-02T16:16:08
kehoach|108,15,108,Chợ Cầu,Triều Lên,HCM_NM_CC_L,2026-05-02T16:16:21
kehoach|108,15,108,Chợ Cầu,Triều Lên,HCM_NM_CC_L,2026-05-02T16:16:30
kehoach|108,15,108,Chợ Cầu,Triều Lên,HCM_NM_CC_L,2026-05-02T16:16:38
kehoach|109,15,109,Tham Lương,Triều Lên,HCM_NM_TL_L,2026-05-02T16:16:47
kehoach|109,15,109,Tham Lương,Triều Lên,HCM_NM_TL_L,2026-05-02T16:16:56
kehoach|109,15,109,Tham Lương,Triều Lên,HCM_NM_TL_L,2026-05-02T16:17:04
kehoach|110,15,110,Cầu Bưng,Triều Lên,HCM_NM_CB_L,2026-05-02T16:17:13
kehoach|110,15,110,Cầu Bưng,Triều Lên,HCM_NM_CB_L,2026-05-02T16:17:21
kehoach|110,15,110,Cầu Bưng,Triều Lên,HCM_NM_CB_L,2026-05-02T16:17:30
kehoach|111,15,111,CN1,Triều Lên,HCM_NM_CN1_L,2026-05-02T16:17:38
kehoach|111,15,111,CN1,Triều Lên,HCM_NM_CN1_L,2026-05-02T16:17:47
kehoach|111,15,111,CN1,Triều Lên,HCM_NM_CN1_L,2026-05-02T16:17:56
kehoach|112,15,112,Chợ Cầu,Triều Xuống,HCM_NM_CC_X,2026-05-02T16:18:05
kehoach|112,15,112,Chợ Cầu,Triều Xuống,HCM_NM_CC_X,2026-05-02T16:18:13
kehoach|112,15,112,Chợ Cầu,Triều Xuống,HCM_NM_CC_X,2026-05-02T16:18:22
kehoach|113,15,113,Tham Lương,Triều Xuống,HCM_NM_TL_X,2026-05-02T16:18:31
kehoach|113,15,113,Tham Lương,Triều Xuống,HCM_NM_TL_X,2026-05-02T16:18:39
kehoach|113,15,113,Tham Lương,Triều Xuống,HCM_NM_TL_X,2026-05-02T16:18:48
kehoach|114,15,114,Cầu Bưng,Triều Xuống,HCM_NM_CB_X,2026-05-02T16:18:56
kehoach|114,15,114,Cầu Bưng,Triều Xuống,HCM_NM_CB_X,2026-05-02T16:19:05
kehoach|114,15,114,Cầu Bưng,Triều Xuống,HCM_NM_CB_X,2026-05-02T16:19:14
kehoach|115,15,115,CN1,Triều Xuống,HCM_NM_CN1_X,2026-05-02T16:19:22
kehoach|115,15,115,CN1,Triều Xuống,HCM_NM_CN1_X,2026-05-02T16:19:31
kehoach|115,15,115,CN1,Triều Xuống,HCM_NM_CN1_X,2026-05-02T16:19:40
kehoach|116,19,116,GCNM2,Triều Lên,HCM_NM_GCNM2_L,2026-05-02T16:19:52
kehoach|116,19,116,GCNM2,Triều Lên,HCM_NM_GCNM2_L,2026-05-02T16:20:01
kehoach|116,19,116,GCNM2,Triều Lên,HCM_NM_GCNM2_L,2026-05-02T16:20:10
kehoach|117,19,117,GCNM3,Triều Lên,HCM_NM_GCNM3_L,2026-05-02T16:20:18
kehoach|117,19,117,GCNM3,Triều Lên,HCM_NM_GCNM3_L,2026-05-02T16:20:27
kehoach|117,19,117,GCNM3,Triều Lên,HCM_NM_GCNM3_L,2026-05-02T16:20:39
kehoach|118,19,118,Cầu Bình Thuận,Triều Lên,HCM_NM_BT2_L,2026-05-02T16:20:48
kehoach|118,19,118,Cầu Bình Thuận,Triều Lên,HCM_NM_BT2_L,2026-05-02T16:20:57
kehoach|118,19,118,Cầu Bình Thuận,Triều Lên,HCM_NM_BT2_L,2026-05-02T16:21:06
kehoach|119,19,119,Nước Đen,Triều Lên,HCM_NM_NĐ_L,2026-05-02T16:21:15
kehoach|119,19,119,Nước Đen,Triều Lên,HCM_NM_NĐ_L,2026-05-02T16:21:24
kehoach|119,19,119,Nước Đen,Triều Lên,HCM_NM_NĐ_L,2026-05-02T16:21:33
kehoach|120,19,120,Cầu Sông Chùa,Triều Lên,HCM_NM_CSC_L,2026-05-02T16:21:41
kehoach|120,19,120,Cầu Sông Chùa,Triều Lên,HCM_NM_CSC_L,2026-05-02T16:21:50
kehoach|120,19,120,Cầu Sông Chùa,Triều Lên,HCM_NM_CSC_L,2026-05-02T16:21:59
kehoach|121,19,121,GCNM2,Triều Xuống,HCM_NM_GCNM2_X,2026-05-02T16:22:08
kehoach|121,19,121,GCNM2,Triều Xuống,HCM_NM_GCNM2_X,2026-05-02T16:22:17
kehoach|121,19,121,GCNM2,Triều Xuống,HCM_NM_GCNM2_X,2026-05-02T16:22:26
kehoach|122,19,122,GCNM3,Triều Xuống,HCM_NM_GCNM3_X,2026-05-02T16:22:35
kehoach|122,19,122,GCNM3,Triều Xuống,HCM_NM_GCNM3_X,2026-05-02T16:22:44
kehoach|122,19,122,GCNM3,Triều Xuống,HCM_NM_GCNM3_X,2026-05-02T16:22:53
kehoach|123,19,123,Cầu Bình Thuận,Triều Xuống,HCM_NM_BT2_X,2026-05-02T16:23:02
kehoach|123,19,123,Cầu Bình Thuận,Triều Xuống,HCM_NM_BT2_X,2026-05-02T16:23:10
kehoach|123,19,123,Cầu Bình Thuận,Triều Xuống,HCM_NM_BT2_X,2026-05-02T16:23:19
kehoach|124,19,124,Nước Đen,Triều Xuống,HCM_NM_NĐ_X,2026-05-02T16:23:28
kehoach|124,19,124,Nước Đen,Triều Xuống,HCM_NM_NĐ_X,2026-05-02T16:23:37
kehoach|124,19,124,Nước Đen,Triều Xuống,HCM_NM_NĐ_X,2026-05-02T16:23:47
kehoach|125,19,125,Cầu Sông Chùa,Triều Xuống,HCM_NM_CSC_X,2026-05-02T16:23:56
kehoach|125,19,125,Cầu Sông Chùa,Triều Xuống,HCM_NM_CSC_X,2026-05-02T16:24:05
kehoach|125,19,125,Cầu Sông Chùa,Triều Xuống,HCM_NM_CSC_X,2026-05-02T16:24:15
kehoach|126,20,126,Cầu Bà Tri,Triều Lên,HCM_NM_CBT_L,2026-05-02T16:24:27
kehoach|126,20,126,Cầu Bà Tri,Triều Lên,HCM_NM_CBT_L,2026-05-02T16:24:36
kehoach|126,20,126,Cầu Bà Tri,Triều Lên,HCM_NM_CBT_L,2026-05-02T16:24:45
kehoach|127,20,127,Tân Tạo,Triều Lên,HCM_NM_TTa_L,2026-05-02T16:24:54
kehoach|127,20,127,Tân Tạo,Triều Lên,HCM_NM_TTa_L,2026-05-02T16:25:03
kehoach|127,20,127,Tân Tạo,Triều Lên,HCM_NM_TTa_L,2026-05-02T16:25:12
kehoach|128,20,128,Kênh C,Triều Lên,HCM_NM_KC_L,2026-05-02T16:25:21
kehoach|128,20,128,Kênh C,Triều Lên,HCM_NM_KC_L,2026-05-02T16:25:30
kehoach|128,20,128,Kênh C,Triều Lên,HCM_NM_KC_L,2026-05-02T16:25:38
kehoach|129,20,129,Kênh C6,Triều Lên,HCM_NM_KC6_L,2026-05-02T16:25:48
kehoach|129,20,129,Kênh C6,Triều Lên,HCM_NM_KC6_L,2026-05-02T16:25:57
kehoach|129,20,129,Kênh C6,Triều Lên,HCM_NM_KC6_L,2026-05-02T16:26:06
kehoach|130,20,130,Kênh C8,Triều Lên,HCM_NM_KC8_L,2026-05-02T16:26:16
kehoach|130,20,130,Kênh C8,Triều Lên,HCM_NM_KC8_L,2026-05-02T16:26:25
kehoach|130,20,130,Kênh C8,Triều Lên,HCM_NM_KC8_L,2026-05-02T16:26:33
kehoach|131,20,131,Cầu Bà Tri,Triều Xuống,HCM_NM_CBT_X,2026-05-02T16:26:42
kehoach|131,20,131,Cầu Bà Tri,Triều Xuống,HCM_NM_CBT_X,2026-05-02T16:26:51
kehoach|131,20,131,Cầu Bà Tri,Triều Xuống,HCM_NM_CBT_X,2026-05-02T16:27:00
kehoach|132,20,132,Tân Tạo,Triều Xuống,HCM_NM_TTa_X,2026-05-02T16:27:09
kehoach|132,20,132,Tân Tạo,Triều Xuống,HCM_NM_TTa_X,2026-05-02T16:27:18
kehoach|132,20,132,Tân Tạo,Triều Xuống,HCM_NM_TTa_X,2026-05-02T16:27:27
kehoach|133,20,133,Kênh C,Triều Xuống,HCM_NM_KC_X,2026-05-02T16:27:35
kehoach|133,20,133,Kênh C,Triều Xuống,HCM_NM_KC_X,2026-05-02T16:27:44
kehoach|133,20,133,Kênh C,Triều Xuống,HCM_NM_KC_X,2026-05-02T16:27:53
kehoach|134,20,134,Kênh C6,Triều Xuống,HCM_NM_KC6_X,2026-05-02T16:28:02
kehoach|134,20,134,Kênh C6,Triều Xuống,HCM_NM_KC6_X,2026-05-02T16:28:11
kehoach|134,20,134,Kênh C6,Triều Xuống,HCM_NM_KC6_X,2026-05-02T16:28:20
kehoach|135,20,135,Kênh C8,Triều Xuống,HCM_NM_KC8_X,2026-05-02T16:28:28
kehoach|135,20,135,Kênh C8,Triều Xuống,HCM_NM_KC8_X,2026-05-02T16:28:37
kehoach|135,20,135,Kênh C8,Triều Xuống,HCM_NM_KC8_X,2026-05-02T16:28:47
kehoach|136,21,136,Cầu Rạch Ngang,Triều Lên,HCM_NM_CRN_L,2026-05-02T16:28:59
kehoach|136,21,136,Cầu Rạch Ngang,Triều Lên,HCM_NM_CRN_L,2026-05-02T16:29:08
kehoach|136,21,136,Cầu Rạch Ngang,Triều Lên,HCM_NM_CRN_L,2026-05-02T16:29:19
kehoach|137,21,137,Xóm Củi,Triều Lên,HCM_NM_XC_L,2026-05-02T16:29:28
kehoach|137,21,137,Xóm Củi,Triều Lên,HCM_NM_XC_L,2026-05-02T16:29:37
kehoach|137,21,137,Xóm Củi,Triều Lên,HCM_NM_XC_L,2026-05-02T16:29:46
kehoach|138,21,138,Ông Lớn,Triều Lên,HCM_NM_OL_L,2026-05-02T16:29:55
kehoach|138,21,138,Ông Lớn,Triều Lên,HCM_NM_OL_L,2026-05-02T16:30:04
kehoach|138,21,138,Ông Lớn,Triều Lên,HCM_NM_OL_L,2026-05-02T16:30:13
kehoach|139,21,139,Cần Giuộc,Triều Lên,HCM_NM_CG_L,2026-05-02T16:30:23
kehoach|139,21,139,Cần Giuộc,Triều Lên,HCM_NM_CG_L,2026-05-02T16:30:31
kehoach|139,21,139,Cần Giuộc,Triều Lên,HCM_NM_CG_L,2026-05-02T16:31:12
kehoach|140,21,140,Cầu Rạch Ngang,Triều Xuống,HCM_NM_CRN_X,2026-05-02T16:31:21
kehoach|140,21,140,Cầu Rạch Ngang,Triều Xuống,HCM_NM_CRN_X,2026-05-02T16:31:30
kehoach|140,21,140,Cầu Rạch Ngang,Triều Xuống,HCM_NM_CRN_X,2026-05-02T16:31:39
kehoach|141,21,141,Xóm Củi,Triều Xuống,HCM_NM_XC_X,2026-05-02T16:31:47
kehoach|141,21,141,Xóm Củi,Triều Xuống,HCM_NM_XC_X,2026-05-02T16:31:56
kehoach|141,21,141,Xóm Củi,Triều Xuống,HCM_NM_XC_X,2026-05-02T16:32:05
kehoach|142,21,142,Ông Lớn,Triều Xuống,HCM_NM_OL_X,2026-05-02T16:32:14
kehoach|142,21,142,Ông Lớn,Triều Xuống,HCM_NM_OL_X,2026-05-02T16:32:22
kehoach|142,21,142,Ông Lớn,Triều Xuống,HCM_NM_OL_X,2026-05-02T16:32:31
kehoach|143,21,143,Cần Giuộc,Triều Xuống,HCM_NM_CG_X,2026-05-02T16:32:40
kehoach|143,21,143,Cần Giuộc,Triều Xuống,HCM_NM_CG_X,2026-05-02T16:32:49
kehoach|143,21,143,Cần Giuộc,Triều Xuống,HCM_NM_CG_X,2026-05-02T16:32:58
kehoach|144,22,144,ĐPNM1,Triều Lên,HCM_NM_ĐPNM1_2_L,2026-05-02T16:33:11
kehoach|144,22,144,ĐPNM1,Triều Lên,HCM_NM_ĐPNM1_2_L,2026-05-02T16:33:20
kehoach|144,22,144,ĐPNM1,Triều Lên,HCM_NM_ĐPNM1_2_L,2026-05-02T16:33:29
kehoach|145,22,145,ĐPNM4,Triều Lên,HCM_NM_ĐPNM4_2_L,2026-05-02T16:33:38
kehoach|145,22,145,ĐPNM4,Triều Lên,HCM_NM_ĐPNM4_2_L,2026-05-02T16:33:46
kehoach|145,22,145,ĐPNM4,Triều Lên,HCM_NM_ĐPNM4_2_L,2026-05-02T16:33:56
kehoach|146,22,146,ĐPNM5,Triều Lên,HCM_NM_ĐPNM5_2_L,2026-05-02T16:34:04
kehoach|146,22,146,ĐPNM5,Triều Lên,HCM_NM_ĐPNM5_2_L,2026-05-02T16:34:13
kehoach|146,22,146,ĐPNM5,Triều Lên,HCM_NM_ĐPNM5_2_L,2026-05-02T16:34:22
kehoach|147,22,147,ĐPNM8,Triều Lên,HCM_NM_ĐPNM8_2_L,2026-05-02T16:34:31
kehoach|147,22,147,ĐPNM8,Triều Lên,HCM_NM_ĐPNM8_2_L,2026-05-02T16:34:39
kehoach|147,22,147,ĐPNM8,Triều Lên,HCM_NM_ĐPNM8_2_L,2026-05-02T16:34:59
kehoach|148,22,148,ĐPNM1,Triều Xuống,HCM_NM_ĐPNM1_2_X,2026-05-02T16:35:08
kehoach|148,22,148,ĐPNM1,Triều Xuống,HCM_NM_ĐPNM1_2_X,2026-05-02T16:35:31
kehoach|148,22,148,ĐPNM1,Triều Xuống,HCM_NM_ĐPNM1_2_X,2026-05-02T16:35:40
kehoach|149,22,149,ĐPNM4,Triều Xuống,HCM_NM_ĐPNM4_2_X,2026-05-02T16:35:48
kehoach|152,26,152,Cầu Gò Công,Triều Lên,HCM_NM_CGC_L,2026-05-02T16:36:32
kehoach|152,26,152,Cầu Gò Công,Triều Lên,HCM_NM_CGC_L,2026-05-02T16:37:00
kehoach|152,26,152,Cầu Gò Công,Triều Lên,HCM_NM_CGC_L,2026-05-02T16:37:09
kehoach|153,26,153,Cầu Gò Công,Triều Xuống,HCM_NM_CGC_X,2026-05-02T16:37:18
kehoach|153,26,153,Cầu Gò Công,Triều Xuống,HCM_NM_CGC_X,2026-05-02T16:37:26
kehoach|153,26,153,Cầu Gò Công,Triều Xuống,HCM_NM_CGC_X,2026-05-02T16:37:35
kehoach|154,27,154,Hồ Ngọc Lãm,Triều Lên,HCM_NM_HNL_L,2026-05-02T16:37:50
kehoach|154,27,154,Hồ Ngọc Lãm,Triều Lên,HCM_NM_HNL_L,2026-05-02T16:37:58
kehoach|154,27,154,Hồ Ngọc Lãm,Triều Lên,HCM_NM_HNL_L,2026-05-02T16:38:07
kehoach|155,27,155,Bình Ðiền,Triều Lên,HCM_NM_BĐ_L,2026-05-02T16:38:17
kehoach|155,27,155,Bình Ðiền,Triều Lên,HCM_NM_BĐ_L,2026-05-02T16:38:29
kehoach|155,27,155,Bình Ðiền,Triều Lên,HCM_NM_BĐ_L,2026-05-02T16:38:37
kehoach|156,27,156,Chợ Đệm,Triều Lên,HCM_NM_CĐe_L,2026-05-02T16:38:47
kehoach|156,27,156,Chợ Đệm,Triều Lên,HCM_NM_CĐe_L,2026-05-02T16:38:56
kehoach|156,27,156,Chợ Đệm,Triều Lên,HCM_NM_CĐe_L,2026-05-02T16:39:05
kehoach|157,27,157,Hồ Ngọc Lãm,Triều Xuống,HCM_NM_HNL_X,2026-05-02T16:39:14
kehoach|157,27,157,Hồ Ngọc Lãm,Triều Xuống,HCM_NM_HNL_X,2026-05-02T16:39:25
kehoach|157,27,157,Hồ Ngọc Lãm,Triều Xuống,HCM_NM_HNL_X,2026-05-02T16:39:34
kehoach|158,27,158,Bình Ðiền,Triều Xuống,HCM_NM_BĐ_X,2026-05-02T16:39:43
kehoach|158,27,158,Bình Ðiền,Triều Xuống,HCM_NM_BĐ_X,2026-05-02T16:39:53
kehoach|158,27,158,Bình Ðiền,Triều Xuống,HCM_NM_BĐ_X,2026-05-02T16:40:01
kehoach|159,27,159,Chợ Đệm,Triều Xuống,HCM_NM_CĐe_X,2026-05-02T16:40:11
kehoach|159,27,159,Chợ Đệm,Triều Xuống,HCM_NM_CĐe_X,2026-05-02T16:40:19
kehoach|159,27,159,Chợ Đệm,Triều Xuống,HCM_NM_CĐe_X,2026-05-02T16:40:28
kehoach|160,28,160,TBNM15,Triều Lên,HCM_NM_TBNM15_2_L,2026-05-02T16:40:41
kehoach|160,28,160,TBNM15,Triều Lên,HCM_NM_TBNM15_2_L,2026-05-02T16:40:50
kehoach|160,28,160,TBNM15,Triều Lên,HCM_NM_TBNM15_2_L,2026-05-02T16:40:59
kehoach|161,28,161,TBNM5,Triều Lên,HCM_NM_TBNM5_2_L,2026-05-02T16:41:08
kehoach|161,28,161,TBNM5,Triều Lên,HCM_NM_TBNM5_2_L,2026-05-02T16:41:17
kehoach|161,28,161,TBNM5,Triều Lên,HCM_NM_TBNM5_2_L,2026-05-02T16:41:27
kehoach|162,28,162,TBNM14,Triều Lên,HCM_NM_TBNM14_2_L,2026-05-02T16:41:36
kehoach|162,28,162,TBNM14,Triều Lên,HCM_NM_TBNM14_2_L,2026-05-02T16:41:45
kehoach|162,28,162,TBNM14,Triều Lên,HCM_NM_TBNM14_2_L,2026-05-02T16:41:56
kehoach|163,28,163,TBNM9,Triều Lên,HCM_NM_TBNM9_2_L,2026-05-02T16:42:06
kehoach|163,28,163,TBNM9,Triều Lên,HCM_NM_TBNM9_2_L,2026-05-02T16:42:15
kehoach|163,28,163,TBNM9,Triều Lên,HCM_NM_TBNM9_2_L,2026-05-02T16:42:25
kehoach|164,28,164,TBNM11,Triều Lên,HCM_NM_TBNM11_2_L,2026-05-02T16:42:41
kehoach|164,28,164,TBNM11,Triều Lên,HCM_NM_TBNM11_2_L,2026-05-02T16:42:50
kehoach|164,28,164,TBNM11,Triều Lên,HCM_NM_TBNM11_2_L,2026-05-02T16:42:59
kehoach|165,28,165,TBNM1,Triều Lên,HCM_NM_TBNM1_2_L,2026-05-02T16:43:07
kehoach|165,28,165,TBNM1,Triều Lên,HCM_NM_TBNM1_2_L,2026-05-02T16:43:17
kehoach|165,28,165,TBNM1,Triều Lên,HCM_NM_TBNM1_2_L,2026-05-02T16:43:25
kehoach|166,28,166,TBNM15,Triều Xuống,HCM_NM_TBNM15_2_X,2026-05-02T16:43:34
kehoach|166,28,166,TBNM15,Triều Xuống,HCM_NM_TBNM15_2_X,2026-05-02T16:43:43
kehoach|166,28,166,TBNM15,Triều Xuống,HCM_NM_TBNM15_2_X,2026-05-02T16:43:53
kehoach|167,28,167,TBNM5,Triều Xuống,HCM_NM_TBNM5_2_X,2026-05-02T16:44:01
kehoach|167,28,167,TBNM5,Triều Xuống,HCM_NM_TBNM5_2_X,2026-05-02T16:44:10
kehoach|167,28,167,TBNM5,Triều Xuống,HCM_NM_TBNM5_2_X,2026-05-02T16:44:19
kehoach|168,28,168,TBNM14,Triều Xuống,HCM_NM_TBNM14_2_X,2026-05-02T16:44:28
kehoach|168,28,168,TBNM14,Triều Xuống,HCM_NM_TBNM14_2_X,2026-05-02T16:44:37
kehoach|168,28,168,TBNM14,Triều Xuống,HCM_NM_TBNM14_2_X,2026-05-02T16:44:46
kehoach|169,28,169,TBNM9,Triều Xuống,HCM_NM_TBNM9_2_X,2026-05-02T16:44:55
kehoach|169,28,169,TBNM9,Triều Xuống,HCM_NM_TBNM9_2_X,2026-05-02T16:45:04
kehoach|169,28,169,TBNM9,Triều Xuống,HCM_NM_TBNM9_2_X,2026-05-02T16:45:15
kehoach|170,28,170,TBNM11,Triều Xuống,HCM_NM_TBNM11_2_X,2026-05-02T16:45:24
kehoach|170,28,170,TBNM11,Triều Xuống,HCM_NM_TBNM11_2_X,2026-05-02T16:45:34
kehoach|170,28,170,TBNM11,Triều Xuống,HCM_NM_TBNM11_2_X,2026-05-02T16:45:43
kehoach|171,28,171,TBNM1,Triều Xuống,HCM_NM_TBNM1_2_X,2026-05-02T16:45:52
kehoach|171,28,171,TBNM1,Triều Xuống,HCM_NM_TBNM1_2_X,2026-05-02T16:46:01
kehoach|171,28,171,TBNM1,Triều Xuống,HCM_NM_TBNM1_2_X,2026-05-02T16:46:10
